0000 0000 2.099294490976e-03
0000 0001 9.915548496512e-04
0000 0002 6.542288045140e-04
0000 0003 4.674634939367e-04
0000 0004 3.441568041291e-04
0000 0005 2.569985942045e-04
0000 0006 1.933493129715e-04
0000 0007 1.460671749898e-04
0000 0008 1.106134959483e-04
0000 0009 8.388950748662e-05
0000 0010 6.368567511729e-05
0000 0011 4.838516808035e-05
0000 0012 3.678664699257e-05
0000 0013 2.798947159467e-05
0000 0014 2.131490889407e-05
0000 0015 1.624990985642e-05
0000 0016 1.240598723486e-05
0000 0017 9.488679735288e-06
0000 0018 7.274670877562e-06
0000 0019 5.594552059390e-06
0000 0020 4.319797449164e-06
0000 0021 3.352904533455e-06
0000 0022 2.619924338888e-06
0000 0023 2.064800429751e-06
0000 0024 1.645079522872e-06
0000 0025 1.328663833071e-06
0000 0026 1.091355972465e-06
0000 0027 9.150082953764e-07
0000 0028 7.861350061405e-07
0000 0029 6.948808246241e-07
0000 0030 6.342673101392e-07
0000 0031 5.996591948516e-07
0000 0032 5.884099099939e-07
0002 0000 1.340614509194e-03
0002 0001 3.314696222025e-04
0002 0002 1.212621197962e-04
0002 0003 4.954039432810e-05
0002 0004 2.108993052202e-05
0002 0005 9.154407157853e-06
0002 0006 4.014677210779e-06
0002 0007 1.770828075768e-06
0002 0008 7.837202668197e-07
0002 0009 3.475546828877e-07
0002 0010 1.543243415400e-07
0002 0011 6.858220182754e-08
0002 0012 3.049696402881e-08
0002 0013 1.356832400656e-08
0002 0014 6.039661930842e-09
0002 0015 2.689896694852e-09
0002 0016 1.198777823495e-09
0002 0017 5.346746581183e-10
0002 0018 2.387168760564e-10
0002 0019 1.067202269673e-10
0002 0020 4.779126292303e-11
0002 0021 2.144902830201e-11
0002 0022 9.654018994068e-12
0002 0023 4.361310571269e-12
0002 0024 1.979744063483e-12
0002 0025 9.042879887029e-13
0002 0026 4.164454553375e-13
0002 0027 1.939222895400e-13
0002 0028 9.178180859408e-14
0002 0029 4.466455128541e-14
0002 0030 2.305616581112e-14
0002 0031 1.373965952284e-14
0002 0032 1.114403053162e-14
0004 0000 1.055865470798e-03
0004 0001 1.606128963210e-04
0004 0002 3.540705277197e-05
0004 0003 8.863338409550e-06
0004 0004 2.332337191641e-06
0004 0005 6.291720977365e-07
0004 0006 1.722735937698e-07
0004 0007 4.767727525117e-08
0004 0008 1.331950809514e-08
0004 0009 3.758934160660e-09
0004 0010 1.074353290217e-09
0004 0011 3.123755297475e-10
0004 0012 9.300038795982e-11
0004 0013 2.858890155719e-11
0004 0014 9.158350187343e-12
0004 0015 3.082316581016e-12
0004 0016 1.094930378365e-12
0004 0017 4.103109082426e-13
0004 0018 1.613204991256e-13
0004 0019 6.598830095583e-14
0004 0020 2.783320313543e-14
0004 0021 1.201194138250e-14
0004 0022 5.273395183612e-15
0004 0023 2.345978093101e-15
0004 0024 1.055318252204e-15
0004 0025 4.796735569639e-16
0004 0026 2.204027508776e-16
0004 0027 1.025629306515e-16
0004 0028 4.853880862492e-17
0004 0029 2.360798200927e-17
0004 0030 1.215897597810e-17
0004 0031 7.214551946438e-18
0004 0032 5.835380786431e-18
0006 0000 8.971451833969e-04
0006 0001 9.425857325027e-05
0006 0002 1.376938091330e-05
0006 0003 2.357949809231e-06
0006 0004 4.605115413845e-07
0006 0005 1.147731773930e-07
0006 0006 4.386082176511e-08
0006 0007 2.504101132402e-08
0006 0008 1.736983499196e-08
0006 0009 1.284316861534e-08
0006 0010 9.675391765229e-09
0006 0011 7.331575158115e-09
0006 0012 5.568218515360e-09
0006 0013 4.234539438708e-09
0006 0014 3.223913774581e-09
0006 0015 2.457476097477e-09
0006 0016 1.876007737505e-09
0006 0017 1.434791698658e-09
0006 0018 1.099979702853e-09
0006 0019 8.459210007416e-10
0006 0020 6.531664857948e-10
0006 0021 5.069666413281e-10
0006 0022 3.961371762037e-10
0006 0023 3.122009036658e-10
0006 0024 2.487382194632e-10
0006 0025 2.008956254652e-10
0006 0026 1.650143255332e-10
0006 0027 1.383503196923e-10
0006 0028 1.188645155027e-10
0006 0029 1.050667722647e-10
0006 0030 9.590193681076e-11
0006 0031 9.066914915075e-11
0006 0032 8.896824414811e-11
